,name,year,price,bodyPercent,Tanning,Sugar,Acidic
48,"E. Guigal
Côte-Rôtie La Landonne 2017",2017,$567,74.4159%;,70.7091%;,9.99265%;,64.9285%;
49,"E. Guigal
Ermitage Ex-Voto 2015",2015,$461,82.7338%;,69.9444%;,13.4667%;,56.4577%;
50,"Delas
Les Bessards Hermitage 2013",2013,$448,85%;,67.9345%;,9.84127%;,53.7901%;
51,"Pegau
Cuvée Da Capo Châteauneuf-du-Pape 2016",2016,$790,85%;,40.9855%;,19.5418%;,44.77%;
52,"E. Guigal
Côte-Rôtie La Mouline 2014",2014,$533,66.6169%;,64.1945%;,10.2499%;,64.353%;
53,"M. Chapoutier
Châteauneuf-du-Pape Barbe Rac 2015",2015,$256.67,83.0157%;,39.587%;,14.459%;,44.8634%;
54,"M. Chapoutier
Ermitage l'Ermite 2018",2018,$980,81.8494%;,69.2983%;,10.3532%;,56.2876%;
55,"Jean-Michel Gerin
La Landonne Côte-Rôtie 2015",2015,$416,68.4601%;,59.1367%;,13.7056%;,66.4986%;
56,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2006",2006,$300.15,83.1154%;,67.4268%;,9.73907%;,54.61%;
57,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2018",2018,$262.50,85%;,43.9023%;,16.0564%;,44.2861%;
58,"Clos Saint Jean
Chateauneuf-du-Pape Sanctus Sanctorum 2018",2018,$559.69,85%;,40.5755%;,11.5164%;,44.3917%;
59,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2018",2018,$135.04,85%;,42.9088%;,17.1178%;,47.2335%;
60,"Clos Saint Jean
Châteauneuf-du-Pape Deus Ex Machina 2020",2020,$124.94,85%;,42.125%;,23.26%;,43.3378%;
61,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2020",2020,$119.94,85%;,43.9023%;,16.0564%;,44.2861%;
62,"Domaine de la Vieille Julienne
Réservé Châteauneuf-du-Pape 2018",2018,$274.99,83.7002%;,41.2905%;,24.6458%;,45.3475%;
63,"Ogier
Clos de l'Oratoire des Papes Les Chorégies Châteauneuf-du-Pape 2019",2019,$142.99,77.0282%;,40.9164%;,8.77221%;,45.2242%;
64,"Delas
La Landonne Côte-Rôtie 2019",2019,$284.99,68.1933%;,66.917%;,14.8564%;,66.3782%;
65,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2019",2019,$99.99,82.4248%;,40.3363%;,8.72567%;,45.219%;
66,"Château La Nerthe
Châteauneuf-du-Pape 2020",2020,$84.99,83.2776%;,37.7941%;,7.91678%;,45.1038%;
67,"Domaine de la Vieille Julienne
Réservé Châteauneuf-du-Pape 2016",2016,$300,83.7002%;,41.2905%;,24.6458%;,45.3475%;
68,"Domaine Bois de Boursan
Cuvée des Felix Châteauneuf-du-Pape 2010",2010,$200,85%;,50.7418%;,4.39716%;,48.4381%;
69,"Château La Nerthe
Les Clavelles Châteauneuf du Pape 2015",2015,$271.35,66.5715%;,34.0026%;,11.7088%;,52.3918%;
70,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1991",1991,$649,83.1154%;,67.4268%;,9.73907%;,54.61%;
71,"Domaine Jean-Louis Chave
Saint-Joseph 2021",2021,$112.10,72.4663%;,49.3389%;,7.53913%;,55.1467%;
72,"E. Guigal
Saint-Joseph Vignes de L'Hospice 2019",2019,$105.02,75.2537%;,50.7448%;,9.77772%;,54.6425%;
73,"La Boutinière
Vieilles Vignes La Crau Grand Réserve Châteauneuf-du-Pape 2018",2018,$54.95,72.5%;,28.5%;,2.5%;,47.5%;
74,"M. Chapoutier
Côte-Rôtie La Mordorée 2015",2015,$153.95,69.3427%;,66.1683%;,5.99777%;,64.7653%;
75,"Michel & Stéphane Ogier
La Belle Hélène Côte-Rôtie 2017",2017,$625.79,71.3621%;,71.4033%;,8.59553%;,63.3428%;
76,"Maison Denuziere
Côte-Rôtie 2018",2018,$109.19,79.7881%;,80.2336%;,0.0847749%;,64.2595%;
77,"Michel & Stéphane Ogier
Lancement Côte-Rôtie 2016",2016,$625.79,72.765%;,63.8586%;,10.7637%;,64.6913%;
78,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2021",2021,$136.49,85%;,43.9023%;,16.0564%;,44.2861%;
79,"Château La Nerthe
Châteauneuf-du-Pape 2019",2019,$73.45,83.2776%;,37.7941%;,7.91678%;,45.1038%;
80,"Pères de l'Église
L'Heritage de Pollus Châteauneuf-du-Pape 2019",2019,$68.24,85%;,44.7388%;,8.17164%;,46.4179%;
81,"E. Guigal
Château d'Ampuis Côte-Rôtie 2018",2018,$173.39,73.0045%;,66.6602%;,9.70693%;,64.9365%;
82,"E. Guigal
Saint-Joseph Vignes de L'Hospice 2018",2018,$96.89,75.2537%;,50.7448%;,9.77772%;,54.6425%;
83,"Domaine Saint Préfert
Collection Charles Giraud Châteauneuf-du-Pape 2019",2019,$168.29,85%;,41.7795%;,19.4809%;,44.3795%;
84,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2010",2010,$329.99,85%;,43.9393%;,5.10871%;,44.7253%;
85,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1985",1985,$449.99,83.1154%;,67.4268%;,9.73907%;,54.61%;
86,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2006",2006,$299.99,81.8996%;,39.3383%;,14.0024%;,44.2708%;
87,"Roger Sabon
Châteauneuf-du-Pape Le Secret Des Sabon 2001",2001,$449.99,78.0466%;,39.5604%;,16.5691%;,46.7192%;
88,"M. Chapoutier
Côte-Rôtie La Mordorée 2014",2014,$399.99,69.3427%;,66.1683%;,5.99777%;,64.7653%;
89,"Château de Beaucastel
Châteauneuf-du-Pape 2009",2009,$229.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
90,"Delas
Les Bessards Hermitage 2016",2016,$448,85%;,67.9345%;,9.84127%;,53.7901%;
91,"Château de Beaucastel
Châteauneuf-du-Pape 2020",2020,$179.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
92,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2009",2009,$96,85%;,50.2869%;,9.1738%;,56.1419%;
93,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2019",2019,$203.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
94,"Château de Nalys
Châteauneuf-du-Pape Rouge 2018",2018,$119.99,83.6389%;,38.808%;,9.13121%;,44.7517%;
95,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2020",2020,$101.99,82.4248%;,40.3363%;,8.72567%;,45.219%;
96,"Nicolas Champagneux
Les Grandes Places Côte Rôtie 2015",2015,$118.33,73.5034%;,62.9184%;,0px;,66.733%;
97,"d'Arbousset
Lirac 2017",2017,$29.99,67.9049%;,50.8472%;,8.91341%;,56.1837%;
98,"Domaine Garon
Lancement Côte-Rôtie 2016",2016,$166.99,67.3511%;,63.6513%;,7.80573%;,66.2548%;
99,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2017",2017,$149.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
100,"Domaine du Vieux Lazaret
Cuvée Exceptionnelle Châteauneuf-du-Pape 2016",2016,$174.99,84.8211%;,38.4035%;,12.4306%;,43.2552%;
101,"Château de Beaucastel
Châteauneuf-du-Pape 2006",2006,$199.99,83.2174%;,39.8547%;,10.6892%;,45.0798%;
102,"Jean-Luc Colombo
Syrah Cornas La Louvée 2013",2013,$122.67,75.0205%;,47.2005%;,5.15082%;,54.3777%;
103,"Château de Saint Cosme
Gigondas Le Poste 2021",2021,$175.99,62.5517%;,51.3938%;,16.3194%;,56.8169%;
104,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2017",2017,$249.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
105,"Nicolas Champagneux
Les Grandes Places Côte Rôtie 2016",2016,$118.33,73.5034%;,62.9184%;,0px;,66.733%;
106,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2016",2016,$104.99,85%;,39.0621%;,17.1404%;,43.2967%;
107,"Rotem & Mounir Saouma
Arioso Châteauneuf-du-Pape 2020",2020,$229.99,75.4475%;,39.1928%;,17.6076%;,48.3246%;
108,"Château de la Font du Loup
Chateauneuf-du-Pape Rouge 2020",2020,$69.99,81.5186%;,39.7631%;,6.94953%;,46.7445%;
109,"Domaine Garon
Lancement Côte-Rôtie 2013",2013,$136.99,67.3511%;,63.6513%;,7.80573%;,66.2548%;
110,"Jean-Michel Gerin
Les Grandes Places Côte-Rôtie 2019",2019,$192,73.1031%;,63.6177%;,17.1175%;,63.7115%;
111,"Jean-Michel Gerin
Champin le Seigneur Côte-Rôtie 2017",2017,$80,70.1467%;,67.0028%;,6.40203%;,64.9755%;
112,"M. Chapoutier
Ermitage Le Méal 2011",2011,$659.17,82.9412%;,67.4531%;,14.5911%;,55.5257%;
113,"Domaine Brun Avril
Châteauneuf-du-Pape Rouge 2019",2019,$55,84.9386%;,39.5589%;,0.653793%;,45.1627%;
114,"Francois Villard
Côte-Rôtie Le Gallet Blanc 2017",2017,$80,74.9826%;,65.8136%;,6.67641%;,63.3228%;
115,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2015",2015,$177.24,85%;,42.9088%;,17.1178%;,47.2335%;
116,"Domaine de Cristia
Châteauneuf-du-Pape Vieilles Vignes 2020",2020,$131.75,83.3359%;,39.6296%;,20.706%;,42.3198%;
117,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cuvée Barberini 2020",2020,$93.95,85%;,39.0621%;,17.1404%;,43.2967%;
118,"Château Mont-Redon
Le Plateau Châteauneuf-du-Pape 2017",2017,$244.76,80.0888%;,40.1521%;,7.30425%;,47.0465%;
119,"Vignobles Mayard
La Crau de ma Mère Châteauneuf-du-Pape Rouge 2020",2020,$74.27,85%;,41.1242%;,10.4812%;,44.292%;
120,"Domaine Jean-Louis Chave
Hermitage Selection Farconnet 2020",2020,$98.60,85%;,69.0974%;,6.74481%;,55.4596%;
121,"Domaine La Barroche
Châteauneuf-du-Pape 2020",2020,$71.40,85%;,41.948%;,12.8143%;,43.6772%;
122,"Domaine de Cristia
Châteauneuf-du-Pape Renaissance 2020",2020,$99.99,85%;,38.6655%;,12.9217%;,40.9537%;
123,"Domaine Saint Préfert
Domaine Isabel Ferrando Colombis Châteauneuf-du-Pape 2020",2020,$195.50,84.802%;,43.3389%;,15.1412%;,46.4238%;
124,"Château Mont-Redon
Châteauneuf-du-Pape 2020",2020,$70.34,85%;,38.4515%;,6.41407%;,43.9535%;
125,"Laurent Fayolle
Les Diognières Hermitage 2021",2021,$118.16,85%;,57.2817%;,0px;,56.5079%;
126,"Domaine Georges Vernay
Blonde du Seigneur Côte-Rôtie 2019",2019,$146.15,69.2503%;,66.7818%;,5.97317%;,64.8773%;
127,"Domaine de la Solitude - Famille Lancon
Châteauneuf-du-Pape Cornelia Constanza 2020",2020,$119.27,81.2009%;,43.97%;,22.6227%;,50.3302%;
128,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2019",2019,$140.10,85%;,42.9088%;,17.1178%;,47.2335%;
129,"Domaine Olivier Hillaire
Châteauneuf-du-Pape 2020",2020,$44.94,85%;,36.8048%;,6.55735%;,41.4485%;
130,"Pierre Usseglio
Châteauneuf-du-Pape 2019",2019,$49.94,84.5346%;,39.5271%;,9.93002%;,44.4859%;
131,"Domaine Giraud
Grenaches de Pierre Châteauneuf-du-Pape 2020",2020,$129.94,83.3051%;,42.673%;,19.6502%;,45.341%;
132,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2020",2020,$179.94,83.1154%;,67.4268%;,9.73907%;,54.61%;
133,"Domaine de Beaurenard
Châteauneuf-du-Pape 2020",2020,$54.94,84.5972%;,41.9308%;,6.78568%;,44.479%;
134,"Pierre Gaillard
Côte-Rôtie Rose Pourpre 2018",2018,$134.94,69.9661%;,66.1144%;,7.11668%;,65.0173%;
135,"M. Chapoutier
Châteauneuf-du-Pape La Bernardine 2020",2020,$56.99,82.6599%;,38.4786%;,7.20969%;,44.5317%;
136,"Delas
Domaine des Tourettes Hermitage Rouge 2019",2019,$101.99,84.5011%;,68.8611%;,8.14373%;,55.9865%;
137,"Pegau
Châteauneuf-du-Pape Cuvée Laurence 2018",2018,$102.99,83.5078%;,40.4617%;,13.9384%;,44.3571%;
138,"Ogier
Clos de l'Oratoire des Papes Châteauneuf-du-Pape 2021",2021,$76.99,84.1766%;,38.5062%;,7.62827%;,45.19%;
139,"Le Vieux Donjon
Châteauneuf-du-Pape 2020",2020,$69.99,83.7684%;,40.0149%;,10.5809%;,43.9631%;
140,"Domaine des Espiers
Gigondas Les Grames 2019",2019,$31.99,67.971%;,46.0533%;,7.27899%;,51.3726%;
141,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2020",2020,$145,81.8996%;,39.3383%;,14.0024%;,44.2708%;
142,"Domaine de la Janasse
Châteauneuf-du-Pape Vieilles Vignes 2019",2019,$119.99,85%;,42.0881%;,17.4804%;,44.0526%;
143,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2021",2021,$89.99,82.4248%;,40.3363%;,8.72567%;,45.219%;
144,"Domaine Jean-Louis Chave
Saint-Joseph 2020",2020,$105.02,85%;,40.7434%;,5.44852%;,42.0191%;
145,"Domaine Jean-Louis Chave
Hermitage Selection Farconnet 2019",2019,$88.45,85%;,69.0974%;,6.74481%;,55.4596%;
146,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2019",2019,$223.02,83.1154%;,67.4268%;,9.73907%;,54.61%;
147,"Auguste Clape
Renaissance Cornas 2018",2018,$105.02,83.1458%;,52.7518%;,6.52017%;,56.8761%;
148,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2018",2018,$70.75,85%;,42.4578%;,12.004%;,42.878%;
149,"Bernard Burgaud
Côte-Rôtie 2019",2019,$82.55,70.9512%;,64.152%;,6.54445%;,63.6708%;
150,"Delas
Domaine des Tourettes Hermitage Rouge 2020",2020,$104.95,84.5011%;,68.8611%;,8.14373%;,55.9865%;
151,"Château de Saint Cosme
Saint Cosme Côte-Rotie 2020",2020,$120.99,71.064%;,68.5065%;,6.537%;,64.8061%;
152,"M. Chapoutier
Crozes-Ermitage Les Varonniers 2017",2017,$99.98,63.7708%;,51.2941%;,8.65578%;,46.5254%;
153,"E. Guigal
Châteauneuf-du-Pape 2001",2001,$69.99,84.6865%;,40.7267%;,6.61612%;,45.141%;
154,"Domaine de la Janasse
Châteauneuf-du-Pape Chaupin 2020",2020,$99.99,82.2499%;,40.5419%;,17.6465%;,44.6634%;
155,"M. Chapoutier
Côte-Rôtie La Mordorée 2007",2007,$115.95,69.3427%;,66.1683%;,5.99777%;,64.7653%;
156,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2009",2009,$269.95,83.1154%;,67.4268%;,9.73907%;,54.61%;
157,"Le Clos des Cazaux
Prestige 2020",2020,$49.99,67.6143%;,44.0044%;,3.38889%;,49.843%;
158,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2021",2021,$141.74,85%;,43.9393%;,5.10871%;,44.7253%;
159,"La Boutinière
Châteauneuf-du-Pape Rouge 2020",2020,$52.49,83.0601%;,37.2028%;,4.21383%;,47.3101%;
160,"Yves Cuilleron
Côte-Rôtie Bassenon 2020",2020,$98.69,71.2426%;,66.6807%;,5.25286%;,66.5802%;
161,"Domaine du Père Caboche
Châteauneuf-du-Pape 2022",2022,$34.60,85%;,40.0601%;,9.67762%;,44.0673%;
162,"Château Pesquie
Ventoux Artemia 2020",2020,$36.74,66.816%;,48.6745%;,13.5012%;,54.8884%;
163,"Domaine de Saje
Châteauneuf-du-Pape Rouge 2021",2021,$53.54,85%;,33.3252%;,0px;,41.0622%;
164,"Paul Autard
Châteauneuf-du-Pape 2020",2020,$47.24,85%;,39.3746%;,6.73618%;,45.5976%;
165,"Pères de l'Église
Le Calice de Saint Pierre Châteauneuf-du-Pape Rouge 2022",2022,$48.29,82.8158%;,38.2891%;,9.19918%;,46.4709%;
166,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2021",2021,$131.24,81.8996%;,39.3383%;,14.0024%;,44.2708%;
167,"Louis Barruol
La Boisselée Côte-Rôtie 2019",2019,$102.89,75.1942%;,69.4771%;,4.75598%;,68.4353%;
168,"Louis Barruol
La Pierrelle Hermitage 2020",2020,$97.64,85%;,76.3996%;,10.5181%;,54.4985%;
169,"Château de Saint Cosme
Gigondas Le Claux 2021",2021,$119.99,65.0874%;,53.6339%;,11.3159%;,55.2799%;
170,"Château de Saint Cosme
Saint Cosme Côte-Rotie 2021",2021,$69.99,71.064%;,68.5065%;,6.537%;,64.8061%;
171,"Francois Villard
Côte-Rôtie Le Gallet Blanc 2018",2018,$91.79,74.9826%;,65.8136%;,6.67641%;,63.3228%;
172,"Domaine Lafond
Châteauneuf-du-Pape Roc Epine 2017",2017,$50.99,82.0381%;,36.994%;,6.82043%;,45.7951%;
173,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2019",2019,$94.99,85%;,43.9393%;,5.10871%;,44.7253%;
174,"Pegau
Châteauneuf-du-Pape Cuvée Laurence 2019",2019,$125.99,83.5078%;,40.4617%;,13.9384%;,44.3571%;
175,"Domaine Jamet
Côte-Rôtie 2008",2008,$289.99,71.4479%;,68.9926%;,7.55839%;,65.6606%;
176,"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2020",2020,$79.99,85%;,42.4106%;,12.0861%;,44.4954%;
177,"Domaine de Saje
Châteauneuf-du-Pape Rouge 2019",2019,$49.99,85%;,33.3252%;,0px;,41.0622%;
178,"Jean Baptiste Souillard
Côteaux de Bassenon Côte-Rôtie 2017",2017,$109.99,70.6743%;,76.8256%;,0px;,68.3553%;
179,"Pegau
Cuvée Réservée Châteauneuf-du-Pape Rouge 2020",2020,$79.99,85%;,42.4106%;,12.0861%;,44.4954%;
180,"Château de Beaucastel
Châteauneuf-du-Pape 1995",1995,$343,83.2174%;,39.8547%;,10.6892%;,45.0798%;
181,"Domaine du Vieux Télégraphe
Télégramme Châteauneuf-du-Pape 2020",2020,$72.99,82.0464%;,40.35%;,5.56647%;,47.0839%;
182,"E. Guigal
Ermitage Ex-Voto 2013",2013,$518,82.7338%;,69.9444%;,13.4667%;,56.4577%;
183,"Château de Beaucastel
Châteauneuf-du-Pape 2001",2001,$271,83.2174%;,39.8547%;,10.6892%;,45.0798%;
184,"Clos du Caillou
La Réserve Châteauneuf-du-Pape 2020",2020,$340,82.9909%;,40.5243%;,18.2929%;,42.0424%;
185,"Domaine Philippe et Vincent Jaboulet
Cornas 2017",2017,$91.99,83.4781%;,46.2292%;,14.9848%;,52.4382%;
186,"Domaine Alain Verset
Cornas 2017",2017,$56.99,83.1789%;,53.9465%;,6.47987%;,57.4998%;
187,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2015",2015,$106.67,85%;,50.2869%;,9.1738%;,56.1419%;
188,"Domaine de Cristia
Châteauneuf-du-Pape Renaissance 2017",2017,$333.33,85%;,38.6655%;,12.9217%;,40.9537%;
189,"Domaine du Vieux Télégraphe
Télégramme Châteauneuf-du-Pape 2019",2019,$74.99,82.0464%;,40.35%;,5.56647%;,47.0839%;
190,"Domaine Courbis
La Sabarotte Cornas 2019",2019,$79.92,85%;,54.9437%;,10.337%;,55.9986%;
191,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2013",2013,$100.33,85%;,50.2869%;,9.1738%;,56.1419%;
192,"M. Chapoutier
Côte-Rôtie La Mordorée 2016",2016,$367.50,69.3427%;,66.1683%;,5.99777%;,64.7653%;
193,"E. Guigal
Hermitage 2018",2018,$99.99,84.1013%;,68.6774%;,5.78623%;,55.108%;
194,"M. Chapoutier
Hermitage Monier de la Sizeranne 2018",2018,$183.33,80.8965%;,66.781%;,8.96783%;,54.7082%;
195,"Domaine Jean-Michel Stéphan
Côte-Rôtie Côteaux de Bassenon 2020",2020,$184,71.3102%;,68.5555%;,9.25551%;,64.9992%;
196,"Jean-Luc Colombo
Syrah Cornas Les Ruchets 2018",2018,$122.67,85%;,50.2869%;,9.1738%;,56.1419%;
197,"Dionysos
La Trilougio Cairanne 2021",2021,$35.17,74.2826%;,54.2964%;,6.1749%;,58.7302%;
198,"Jean-Michel Gerin
La Viallière Côte-Rôtie 2017",2017,$96,71.7089%;,69.5083%;,1.63488%;,63.3173%;
199,"Paul Jaboulet Aîné
Hermitage 'La Maison Bleue' 2016",2016,$80,85%;,67.9348%;,8.14653%;,56.1344%;
200,"M. Chapoutier
Côte-Rôtie Les Bécasses 2019",2019,$128.33,70.6343%;,68.0481%;,8.1868%;,65.3146%;
201,"Rotem & Mounir Saouma
Omnia Châteauneuf-du-Pape 2019",2019,$129.99,78.2383%;,39.6449%;,8.45092%;,45.4603%;
202,"Château de Saint Cosme
Gigondas Le Claux 2020",2020,$175.99,65.0874%;,53.6339%;,11.3159%;,55.2799%;
203,"Château de Nalys
Châteauneuf-du-Pape Rouge 2017",2017,$109.99,83.6389%;,38.808%;,9.13121%;,44.7517%;
204,"Domaine de Châteaumar
Secret de Nos Vignes Châteauneuf-du-Pape 2021",2021,$50,85%;,38.7176%;,7.3472%;,43.4917%;
